Route,Cost,Region
"['Countdown Onehunga', 'Countdown Ponsonby', 'Countdown Metro Albert Street']",924.330625,Central Region
"['Countdown Onehunga', 'Countdown Ponsonby', 'Countdown Metro Halsey Street']",899.9525,Central Region
"['Countdown Onehunga', 'Countdown Pt Chevalier', 'Countdown St Lukes']",952.9596527777776,Central Region
"['Countdown Onehunga', 'Countdown Pt Chevalier', 'Countdown Metro Albert Street']",915.5688194444446,Central Region
"['Countdown Onehunga', 'Countdown Pt Chevalier', 'Countdown Metro Halsey Street']",886.1075000000001,Central Region
"['Countdown Onehunga', 'Countdown St Lukes', 'Countdown Three Kings']",946.5131944444445,Central Region
"['Countdown Onehunga', 'Countdown St Lukes', 'Countdown Victoria Street West']",1033.5308333333335,Central Region
"['Countdown Onehunga', 'Countdown St Lukes', 'Countdown Metro Albert Street']",882.5250000000001,Central Region
"['Countdown Onehunga', 'Countdown St Lukes', 'Countdown Metro Halsey Street']",855.895,Central Region
"['Countdown Onehunga', 'Countdown Three Kings', 'Countdown Metro Albert Street']",905.6909722222223,Central Region
"['Countdown Onehunga', 'Countdown Three Kings', 'Countdown Metro Halsey Street']",884.979375,Central Region
"['Countdown Onehunga', 'Countdown Victoria Street West', 'Countdown Metro Albert Street']",923.1909027777778,Central Region
"['Countdown Onehunga', 'Countdown Victoria Street West', 'Countdown Metro Halsey Street']",897.410625,Central Region
"['Countdown Onehunga', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",736.179375,Central Region
"['Countdown Ponsonby', 'Countdown Pt Chevalier', 'Countdown Metro Albert Street']",983.3081944444444,Central Region
"['Countdown Ponsonby', 'Countdown Pt Chevalier', 'Countdown Metro Halsey Street']",950.7596527777777,Central Region
"['Countdown Ponsonby', 'Countdown St Lukes', 'Countdown Metro Albert Street']",963.2897222222223,Central Region
"['Countdown Ponsonby', 'Countdown St Lukes', 'Countdown Metro Halsey Street']",930.7419444444444,Central Region
"['Countdown Ponsonby', 'Countdown Three Kings', 'Countdown Metro Albert Street']",1071.8933333333334,Central Region
"['Countdown Ponsonby', 'Countdown Three Kings', 'Countdown Metro Halsey Street']",1047.8438194444443,Central Region
"['Countdown Ponsonby', 'Countdown Victoria Street West', 'Countdown Metro Albert Street']",965.2208333333334,Central Region
"['Countdown Ponsonby', 'Countdown Victoria Street West', 'Countdown Metro Halsey Street']",938.865138888889,Central Region
"['Countdown Ponsonby', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",789.838125,Central Region
"['Countdown Pt Chevalier', 'Countdown St Lukes', 'Countdown Metro Albert Street']",925.1075000000001,Central Region
"['Countdown Pt Chevalier', 'Countdown St Lukes', 'Countdown Metro Halsey Street']",893.9125,Central Region
"['Countdown Pt Chevalier', 'Countdown Three Kings', 'Countdown Metro Albert Street']",1045.4925694444444,Central Region
"['Countdown Pt Chevalier', 'Countdown Three Kings', 'Countdown Metro Halsey Street']",1021.4430555555556,Central Region
"['Countdown Pt Chevalier', 'Countdown Victoria Street West', 'Countdown Metro Albert Street']",957.1549305555556,Central Region
"['Countdown Pt Chevalier', 'Countdown Victoria Street West', 'Countdown Metro Halsey Street']",930.7992361111112,Central Region
"['Countdown Pt Chevalier', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",782.6693750000001,Central Region
"['Countdown St Lukes', 'Countdown Three Kings', 'Countdown Metro Albert Street']",951.6908333333333,Central Region
"['Countdown St Lukes', 'Countdown Three Kings', 'Countdown Metro Halsey Street']",927.6413194444444,Central Region
"['Countdown St Lukes', 'Countdown Victoria Street West', 'Countdown Metro Albert Street']",909.7731944444445,Central Region
"['Countdown St Lukes', 'Countdown Victoria Street West', 'Countdown Metro Halsey Street']",886.4325,Central Region
"['Countdown St Lukes', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",752.4562500000001,Central Region
"['Countdown Three Kings', 'Countdown Victoria Street West', 'Countdown Metro Albert Street']",959.5313888888888,Central Region
"['Countdown Three Kings', 'Countdown Victoria Street West', 'Countdown Metro Halsey Street']",933.1756944444444,Central Region
"['Countdown Three Kings', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",789.20375,Central Region
"['Countdown Victoria Street West', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",788.9050000000001,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1208.556111111111,Central Region
"['Countdown Auckland City', 'Countdown Mt Eden', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1123.9966666666667,Central Region
"['Countdown Auckland City', 'Countdown Newmarket', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1080.304513888889,Central Region
"['Countdown Auckland City', 'Countdown Onehunga', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1201.0340972222225,Central Region
"['Countdown Auckland City', 'Countdown St Lukes', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1135.1586111111112,Central Region
"['Countdown Blockhouse Bay', 'Countdown Greenlane', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1129.734236111111,Central Region
"['Countdown Blockhouse Bay', 'Countdown Grey Lynn', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1088.217638888889,Central Region
"['Countdown Blockhouse Bay', 'Countdown Grey Lynn Central', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1083.7427777777777,Central Region
"['Countdown Blockhouse Bay', 'Countdown Lynfield', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1080.2006249999997,Central Region
"['Countdown Blockhouse Bay', 'Countdown Mt Eden', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1067.9944444444445,Central Region
"['Countdown Blockhouse Bay', 'Countdown Mt Roskill', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1102.208263888889,Central Region
"['Countdown Blockhouse Bay', 'Countdown Newmarket', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1062.8091666666667,Central Region
"['Countdown Blockhouse Bay', 'Countdown Onehunga', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1086.8617361111114,Central Region
"['Countdown Blockhouse Bay', 'Countdown Pt Chevalier', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1074.8205555555555,Central Region
"['Countdown Blockhouse Bay', 'Countdown St Lukes', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1055.2084722222223,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1051.0384027777777,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1017.019375,Central Region
"['Countdown Greenlane', 'Countdown Onehunga', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1089.5177777777778,Central Region
"['Countdown Greenlane', 'Countdown St Lukes', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1090.7606250000001,Central Region
"['Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1092.3647916666666,Central Region
"['Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1074.1850000000002,Central Region
"['Countdown Grey Lynn', 'Countdown Onehunga', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1173.1116666666665,Central Region
"['Countdown Grey Lynn', 'Countdown St Lukes', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1099.8425000000002,Central Region
"['Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1062.5639583333334,Central Region
"['Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1055.5018055555554,Central Region
"['Countdown Grey Lynn Central', 'Countdown Onehunga', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1147.0065277777778,Central Region
"['Countdown Grey Lynn Central', 'Countdown St Lukes', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1070.040902777778,Central Region
"['Countdown Lynfield', 'Countdown Mt Eden', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1078.6254861111113,Central Region
"['Countdown Lynfield', 'Countdown Newmarket', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1077.9326388888892,Central Region
"['Countdown Lynfield', 'Countdown Onehunga', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1090.8316666666667,Central Region
"['Countdown Lynfield', 'Countdown St Lukes', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1070.3319444444446,Central Region
"['Countdown Mt Eden', 'Countdown Mt Roskill', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1099.8310416666668,Central Region
"['Countdown Mt Eden', 'Countdown Newmarket', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",999.3475694444445,Central Region
"['Countdown Mt Eden', 'Countdown Onehunga', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1090.5398611111111,Central Region
"['Countdown Mt Eden', 'Countdown Pt Chevalier', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1065.6638194444447,Central Region
"['Countdown Mt Eden', 'Countdown St Lukes', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1024.122013888889,Central Region
"['Countdown Mt Roskill', 'Countdown Newmarket', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1049.9384027777778,Central Region
"['Countdown Mt Roskill', 'Countdown Onehunga', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1084.9405555555554,Central Region
"['Countdown Mt Roskill', 'Countdown St Lukes', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1040.4806944444445,Central Region
"['Countdown Newmarket', 'Countdown Onehunga', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1131.4675000000002,Central Region
"['Countdown Newmarket', 'Countdown Pt Chevalier', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1080.6559027777778,Central Region
"['Countdown Newmarket', 'Countdown St Lukes', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1065.592013888889,Central Region
"['Countdown Onehunga', 'Countdown Pt Chevalier', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1073.3691666666668,Central Region
"['Countdown Onehunga', 'Countdown St Lukes', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1036.442013888889,Central Region
"['Countdown Pt Chevalier', 'Countdown St Lukes', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",1082.9078472222222,Central Region
['Countdown Airport'],335.25625,South Region
['Countdown Mangere East'],306.98625,South Region
['Countdown Mangere Mall'],279.525625,South Region
['Countdown Manukau'],372.27625,South Region
['Countdown Manukau Mall'],386.825625,South Region
['Countdown Manurewa'],397.11,South Region
['Countdown Papatoetoe'],386.58000000000004,South Region
['FreshChoice Mangere Bridge'],196.539375,South Region
['SuperValue Flatbush'],309.10625,South Region
"['Countdown Airport', 'Countdown Mangere East']",614.18875,South Region
"['Countdown Airport', 'Countdown Mangere Mall']",569.9368750000001,South Region
"['Countdown Airport', 'Countdown Manukau']",665.2987499999999,South Region
"['Countdown Airport', 'Countdown Manukau Mall']",680.3725,South Region
"['Countdown Airport', 'Countdown Manurewa']",685.99625,South Region
"['Countdown Airport', 'Countdown Papatoetoe']",687.7049999999999,South Region
"['Countdown Airport', 'FreshChoice Mangere Bridge']",492.5425000000001,South Region
"['Countdown Airport', 'SuperValue Flatbush']",601.46,South Region
"['Countdown Mangere East', 'Countdown Mangere Mall']",552.798125,South Region
"['Countdown Mangere East', 'Countdown Manukau']",635.55,South Region
"['Countdown Mangere East', 'Countdown Manukau Mall']",650.099375,South Region
"['Countdown Mangere East', 'Countdown Manurewa']",660.38375,South Region
"['Countdown Mangere East', 'Countdown Papatoetoe']",650.7225,South Region
"['Countdown Mangere East', 'FreshChoice Mangere Bridge']",481.499375,South Region
"['Countdown Mangere East', 'SuperValue Flatbush']",572.38,South Region
"['Countdown Mangere Mall', 'Countdown Manukau']",614.0037500000001,South Region
"['Countdown Mangere Mall', 'Countdown Manukau Mall']",628.5531249999999,South Region
"['Countdown Mangere Mall', 'Countdown Manurewa']",638.8375,South Region
"['Countdown Mangere Mall', 'Countdown Papatoetoe']",640.338125,South Region
"['Countdown Mangere Mall', 'FreshChoice Mangere Bridge']",448.79562500000003,South Region
"['Countdown Mangere Mall', 'SuperValue Flatbush']",550.83375,South Region
"['Countdown Manukau', 'Countdown Manukau Mall']",629.29625,South Region
"['Countdown Manukau', 'Countdown Manurewa']",665.999375,South Region
"['Countdown Manukau', 'Countdown Papatoetoe']",656.9,South Region
"['Countdown Manukau', 'FreshChoice Mangere Bridge']",529.5618750000001,South Region
"['Countdown Manukau', 'SuperValue Flatbush']",547.41125,South Region
"['Countdown Manukau Mall', 'Countdown Manurewa']",680.54875,South Region
"['Countdown Manukau Mall', 'Countdown Papatoetoe']",683.7887499999999,South Region
"['Countdown Manukau Mall', 'FreshChoice Mangere Bridge']",544.111875,South Region
"['Countdown Manukau Mall', 'SuperValue Flatbush']",569.6925,South Region
"['Countdown Manurewa', 'Countdown Papatoetoe']",713.73875,South Region
"['Countdown Manurewa', 'FreshChoice Mangere Bridge']",554.39625,South Region
"['Countdown Manurewa', 'SuperValue Flatbush']",599.391875,South Region
"['Countdown Papatoetoe', 'FreshChoice Mangere Bridge']",564.6375,South Region
"['Countdown Papatoetoe', 'SuperValue Flatbush']",590.229375,South Region
"['FreshChoice Mangere Bridge', 'SuperValue Flatbush']",479.4125,South Region
"['Countdown Airport', 'Countdown Mangere East', 'Countdown Mangere Mall']",860.0006249999999,South Region
"['Countdown Airport', 'Countdown Mangere East', 'Countdown Manukau']",952.2530555555556,South Region
"['Countdown Airport', 'Countdown Mangere East', 'Countdown Manukau Mall']",970.0356249999998,South Region
"['Countdown Airport', 'Countdown Mangere East', 'Countdown Manurewa']",982.6054166666665,South Region
"['Countdown Airport', 'Countdown Mangere East', 'FreshChoice Mangere Bridge']",788.701875,South Region
"['Countdown Airport', 'Countdown Mangere East', 'SuperValue Flatbush']",879.5825,South Region
"['Countdown Airport', 'Countdown Mangere Mall', 'Countdown Manukau']",905.3961111111112,South Region
"['Countdown Airport', 'Countdown Mangere Mall', 'Countdown Manukau Mall']",923.1786805555555,South Region
"['Countdown Airport', 'Countdown Mangere Mall', 'Countdown Manurewa']",935.7484722222224,South Region
"['Countdown Airport', 'Countdown Mangere Mall', 'Countdown Papatoetoe']",937.5825694444444,South Region
"['Countdown Airport', 'Countdown Mangere Mall', 'FreshChoice Mangere Bridge']",739.2068750000001,South Region
"['Countdown Airport', 'Countdown Mangere Mall', 'SuperValue Flatbush']",841.2450000000001,South Region
"['Countdown Airport', 'Countdown Manukau', 'Countdown Manukau Mall']",927.2784722222221,South Region
"['Countdown Airport', 'Countdown Manukau', 'Countdown Manurewa']",972.1378472222223,South Region
"['Countdown Airport', 'Countdown Manukau', 'Countdown Papatoetoe']",961.0163888888887,South Region
"['Countdown Airport', 'Countdown Manukau', 'FreshChoice Mangere Bridge']",822.584375,South Region
"['Countdown Airport', 'Countdown Manukau', 'SuperValue Flatbush']",840.4337499999999,South Region
"['Countdown Airport', 'Countdown Manukau Mall', 'Countdown Manurewa']",990.5613194444446,South Region
"['Countdown Airport', 'Countdown Manukau Mall', 'FreshChoice Mangere Bridge']",837.65875,South Region
"['Countdown Airport', 'Countdown Manukau Mall', 'SuperValue Flatbush']",863.239375,South Region
"['Countdown Airport', 'Countdown Manurewa', 'FreshChoice Mangere Bridge']",843.2825,South Region
"['Countdown Airport', 'Countdown Manurewa', 'SuperValue Flatbush']",888.278125,South Region
"['Countdown Airport', 'Countdown Papatoetoe', 'FreshChoice Mangere Bridge']",865.7625,South Region
"['Countdown Airport', 'Countdown Papatoetoe', 'SuperValue Flatbush']",891.354375,South Region
"['Countdown Airport', 'FreshChoice Mangere Bridge', 'SuperValue Flatbush']",775.415625,South Region
"['Countdown Mangere East', 'Countdown Mangere Mall', 'Countdown Manukau']",887.2762500000001,South Region
"['Countdown Mangere East', 'Countdown Mangere Mall', 'Countdown Manukau Mall']",902.2313194444444,South Region
"['Countdown Mangere East', 'Countdown Mangere Mall', 'Countdown Manurewa']",914.8011111111111,South Region
"['Countdown Mangere East', 'Countdown Mangere Mall', 'FreshChoice Mangere Bridge']",722.068125,South Region
"['Countdown Mangere East', 'Countdown Mangere Mall', 'SuperValue Flatbush']",824.10625,South Region
"['Countdown Mangere East', 'Countdown Manukau', 'Countdown Manukau Mall']",892.5699999999999,South Region
"['Countdown Mangere East', 'Countdown Manukau', 'Countdown Manurewa']",935.778263888889,South Region
"['Countdown Mangere East', 'Countdown Manukau', 'FreshChoice Mangere Bridge']",792.835625,South Region
"['Countdown Mangere East', 'Countdown Manukau', 'SuperValue Flatbush']",810.685,South Region
"['Countdown Mangere East', 'Countdown Manukau Mall', 'FreshChoice Mangere Bridge']",807.385625,South Region
"['Countdown Mangere East', 'Countdown Manukau Mall', 'SuperValue Flatbush']",832.96625,South Region
"['Countdown Mangere East', 'Countdown Manurewa', 'FreshChoice Mangere Bridge']",817.6700000000001,South Region
"['Countdown Mangere East', 'Countdown Manurewa', 'SuperValue Flatbush']",862.6656250000001,South Region
"['Countdown Mangere East', 'Countdown Papatoetoe', 'FreshChoice Mangere Bridge']",828.78,South Region
"['Countdown Mangere East', 'Countdown Papatoetoe', 'SuperValue Flatbush']",854.371875,South Region
"['Countdown Mangere East', 'FreshChoice Mangere Bridge', 'SuperValue Flatbush']",764.3725,South Region
"['Countdown Mangere Mall', 'Countdown Manukau', 'Countdown Manukau Mall']",871.0237500000001,South Region
"['Countdown Mangere Mall', 'Countdown Manukau', 'Countdown Manurewa']",909.4439583333334,South Region
"['Countdown Mangere Mall', 'Countdown Manukau', 'Countdown Papatoetoe']",898.6275,South Region
"['Countdown Mangere Mall', 'Countdown Manukau', 'FreshChoice Mangere Bridge']",771.2893750000001,South Region
"['Countdown Mangere Mall', 'Countdown Manukau', 'SuperValue Flatbush']",789.1387500000001,South Region
"['Countdown Mangere Mall', 'Countdown Manukau Mall', 'Countdown Manurewa']",927.2265277777778,South Region
"['Countdown Mangere Mall', 'Countdown Manukau Mall', 'FreshChoice Mangere Bridge']",785.839375,South Region
"['Countdown Mangere Mall', 'Countdown Manukau Mall', 'SuperValue Flatbush']",811.42,South Region
"['Countdown Mangere Mall', 'Countdown Manurewa', 'FreshChoice Mangere Bridge']",796.12375,South Region
"['Countdown Mangere Mall', 'Countdown Manurewa', 'SuperValue Flatbush']",841.119375,South Region
"['Countdown Mangere Mall', 'Countdown Papatoetoe', 'FreshChoice Mangere Bridge']",818.395625,South Region
"['Countdown Mangere Mall', 'Countdown Papatoetoe', 'SuperValue Flatbush']",843.9875,South Region
"['Countdown Mangere Mall', 'FreshChoice Mangere Bridge', 'SuperValue Flatbush']",731.66875,South Region
"['Countdown Manukau', 'Countdown Manukau Mall', 'Countdown Manurewa']",928.1347916666666,South Region
"['Countdown Manukau', 'Countdown Manukau Mall', 'FreshChoice Mangere Bridge']",786.5825,South Region
"['Countdown Manukau', 'Countdown Manukau Mall', 'SuperValue Flatbush']",812.163125,South Region
"['Countdown Manukau', 'Countdown Manurewa', 'FreshChoice Mangere Bridge']",823.285625,South Region
"['Countdown Manukau', 'Countdown Manurewa', 'SuperValue Flatbush']",868.28125,South Region
"['Countdown Manukau', 'Countdown Papatoetoe', 'FreshChoice Mangere Bridge']",834.9575,South Region
"['Countdown Manukau', 'Countdown Papatoetoe', 'SuperValue Flatbush']",860.549375,South Region
"['Countdown Manukau', 'FreshChoice Mangere Bridge', 'SuperValue Flatbush']",812.4350000000001,South Region
"['Countdown Manukau Mall', 'Countdown Manurewa', 'FreshChoice Mangere Bridge']",837.835,South Region
"['Countdown Manukau Mall', 'Countdown Manurewa', 'SuperValue Flatbush']",882.830625,South Region
"['Countdown Manukau Mall', 'Countdown Papatoetoe', 'FreshChoice Mangere Bridge']",861.84625,South Region
"['Countdown Manukau Mall', 'Countdown Papatoetoe', 'SuperValue Flatbush']",887.438125,South Region
"['Countdown Manukau Mall', 'FreshChoice Mangere Bridge', 'SuperValue Flatbush']",826.985,South Region
"['Countdown Manurewa', 'Countdown Papatoetoe', 'FreshChoice Mangere Bridge']",891.79625,South Region
"['Countdown Manurewa', 'Countdown Papatoetoe', 'SuperValue Flatbush']",921.2521527777777,South Region
"['Countdown Manurewa', 'FreshChoice Mangere Bridge', 'SuperValue Flatbush']",837.269375,South Region
"['Countdown Papatoetoe', 'FreshChoice Mangere Bridge', 'SuperValue Flatbush']",847.510625,South Region
"['Countdown Airport', 'Countdown Mangere Mall', 'FreshChoice Mangere Bridge', 'SuperValue Flatbush']",1049.2088888888889,South Region
"['Countdown Airport', 'Countdown Manukau', 'FreshChoice Mangere Bridge', 'SuperValue Flatbush']",1151.114722222222,South Region
"['Countdown Mangere Mall', 'Countdown Manukau', 'FreshChoice Mangere Bridge', 'SuperValue Flatbush']",1088.4208333333331,South Region
['Countdown Birkenhead'],529.57625,North Region
['Countdown Browns Bay'],643.809375,North Region
['Countdown Glenfield'],537.949375,North Region
['Countdown Hauraki Corner'],516.61625,North Region
['Countdown Mairangi Bay'],628.263125,North Region
['Countdown Milford'],569.4375,North Region
['Countdown Northcote'],495.53062500000004,North Region
['Countdown Sunnynook'],563.06125,North Region
['Countdown Takapuna'],528.795625,North Region
"['Countdown Birkenhead', 'Countdown Browns Bay']",941.8748611111112,North Region
"['Countdown Birkenhead', 'Countdown Glenfield']",799.514375,North Region
"['Countdown Birkenhead', 'Countdown Hauraki Corner']",807.068125,North Region
"['Countdown Birkenhead', 'Countdown Mairangi Bay']",922.8738888888889,North Region
"['Countdown Birkenhead', 'Countdown Milford']",853.63875,North Region
"['Countdown Birkenhead', 'Countdown Northcote']",771.8824999999999,North Region
"['Countdown Birkenhead', 'Countdown Sunnynook']",853.513125,North Region
"['Countdown Birkenhead', 'Countdown Takapuna']",819.2475,North Region
"['Countdown Browns Bay', 'Countdown Glenfield']",909.0566666666666,North Region
"['Countdown Browns Bay', 'Countdown Hauraki Corner']",910.8785416666667,North Region
"['Countdown Browns Bay', 'Countdown Mairangi Bay']",942.8556944444445,North Region
"['Countdown Browns Bay', 'Countdown Milford']",927.0233333333334,North Region
"['Countdown Browns Bay', 'Countdown Northcote']",894.0231249999999,North Region
"['Countdown Browns Bay', 'Countdown Sunnynook']",909.7021527777777,North Region
"['Countdown Browns Bay', 'Countdown Takapuna']",925.7644444444444,North Region
"['Countdown Glenfield', 'Countdown Hauraki Corner']",803.040625,North Region
"['Countdown Glenfield', 'Countdown Mairangi Bay']",883.718125,North Region
"['Countdown Glenfield', 'Countdown Milford']",836.120625,North Region
"['Countdown Glenfield', 'Countdown Northcote']",776.0431249999999,North Region
"['Countdown Glenfield', 'Countdown Sunnynook']",819.9593749999999,North Region
"['Countdown Glenfield', 'Countdown Takapuna']",815.219375,North Region
"['Countdown Hauraki Corner', 'Countdown Mairangi Bay']",899.610625,North Region
"['Countdown Hauraki Corner', 'Countdown Milford']",809.003125,North Region
"['Countdown Hauraki Corner', 'Countdown Northcote']",771.100625,North Region
"['Countdown Hauraki Corner', 'Countdown Sunnynook']",834.40875,North Region
"['Countdown Hauraki Corner', 'Countdown Takapuna']",782.005625,North Region
"['Countdown Mairangi Bay', 'Countdown Milford']",896.560625,North Region
"['Countdown Mairangi Bay', 'Countdown Northcote']",878.4768750000001,North Region
"['Countdown Mairangi Bay', 'Countdown Sunnynook']",882.3887500000001,North Region
"['Countdown Mairangi Bay', 'Countdown Takapuna']",906.7634722222222,North Region
"['Countdown Milford', 'Countdown Northcote']",816.97125,North Region
"['Countdown Milford', 'Countdown Sunnynook']",854.0037500000001,North Region
"['Countdown Milford', 'Countdown Takapuna']",826.91875,North Region
"['Countdown Northcote', 'Countdown Sunnynook']",809.405,North Region
"['Countdown Northcote', 'Countdown Takapuna']",776.793125,North Region
"['Countdown Sunnynook', 'Countdown Takapuna']",840.331875,North Region
"['Countdown Birkenhead', 'Countdown Browns Bay', 'Countdown Glenfield']",1264.0534027777778,North Region
"['Countdown Birkenhead', 'Countdown Browns Bay', 'Countdown Hauraki Corner']",1265.8752777777777,North Region
"['Countdown Birkenhead', 'Countdown Browns Bay', 'Countdown Northcote']",1247.6916666666664,North Region
"['Countdown Birkenhead', 'Countdown Glenfield', 'Countdown Hauraki Corner']",1101.1846527777777,North Region
"['Countdown Birkenhead', 'Countdown Glenfield', 'Countdown Milford']",1141.615763888889,North Region
"['Countdown Birkenhead', 'Countdown Glenfield', 'Countdown Northcote']",1068.1877083333331,North Region
"['Countdown Birkenhead', 'Countdown Glenfield', 'Countdown Sunnynook']",1121.8631249999999,North Region
"['Countdown Birkenhead', 'Countdown Glenfield', 'Countdown Takapuna']",1116.0697916666666,North Region
"['Countdown Birkenhead', 'Countdown Hauraki Corner', 'Countdown Milford']",1143.7783333333332,North Region
"['Countdown Birkenhead', 'Countdown Hauraki Corner', 'Countdown Northcote']",1097.4530555555557,North Region
"['Countdown Birkenhead', 'Countdown Hauraki Corner', 'Countdown Sunnynook']",1174.8296527777777,North Region
"['Countdown Birkenhead', 'Countdown Hauraki Corner', 'Countdown Takapuna']",1110.781388888889,North Region
"['Countdown Birkenhead', 'Countdown Milford', 'Countdown Northcote']",1145.8774999999998,North Region
"['Countdown Birkenhead', 'Countdown Northcote', 'Countdown Sunnynook']",1127.0361805555556,North Region
"['Countdown Birkenhead', 'Countdown Northcote', 'Countdown Takapuna']",1087.177222222222,North Region
"['Countdown Browns Bay', 'Countdown Glenfield', 'Countdown Hauraki Corner']",1233.0570833333331,North Region
"['Countdown Browns Bay', 'Countdown Glenfield', 'Countdown Milford']",1273.4881944444444,North Region
"['Countdown Browns Bay', 'Countdown Glenfield', 'Countdown Northcote']",1200.0601388888886,North Region
"['Countdown Browns Bay', 'Countdown Glenfield', 'Countdown Sunnynook']",1253.7355555555555,North Region
"['Countdown Browns Bay', 'Countdown Glenfield', 'Countdown Takapuna']",1247.942222222222,North Region
"['Countdown Browns Bay', 'Countdown Hauraki Corner', 'Countdown Milford']",1268.2402777777777,North Region
"['Countdown Browns Bay', 'Countdown Hauraki Corner', 'Countdown Northcote']",1221.915,North Region
"['Countdown Browns Bay', 'Countdown Hauraki Corner', 'Countdown Sunnynook']",1299.2915972222222,North Region
"['Countdown Browns Bay', 'Countdown Hauraki Corner', 'Countdown Takapuna']",1235.2433333333333,North Region
"['Countdown Browns Bay', 'Countdown Milford', 'Countdown Northcote']",1229.5645833333333,North Region
"['Countdown Browns Bay', 'Countdown Northcote', 'Countdown Sunnynook']",1276.3191666666667,North Region
"['Countdown Browns Bay', 'Countdown Northcote', 'Countdown Takapuna']",1236.4602083333332,North Region
"['Countdown Glenfield', 'Countdown Hauraki Corner', 'Countdown Mairangi Bay']",1249.5983333333331,North Region
"['Countdown Glenfield', 'Countdown Hauraki Corner', 'Countdown Milford']",1138.8558333333333,North Region
"['Countdown Glenfield', 'Countdown Hauraki Corner', 'Countdown Northcote']",1092.5305555555558,North Region
"['Countdown Glenfield', 'Countdown Hauraki Corner', 'Countdown Sunnynook']",1169.9071527777778,North Region
"['Countdown Glenfield', 'Countdown Hauraki Corner', 'Countdown Takapuna']",1105.8588888888887,North Region
"['Countdown Glenfield', 'Countdown Mairangi Bay', 'Countdown Northcote']",1185.9167361111108,North Region
"['Countdown Glenfield', 'Countdown Milford', 'Countdown Northcote']",1124.4664583333335,North Region
